| 04/23/2021 16:21:56| Guest | Connexion | Connected Successfully| user
| 06/02/2021 19:11:04| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:13:14| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/02/2021 19:13:14| Aissatou | INSERTION | 7, 2021-06-04, 08:29| entretien
<<<<<<< Updated upstream
| 06/02/2021 19:13:42| Yara | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:21:40| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:23:12| Kambou | UPDATE | NOM_PERE = 'Nana', PERE_PROFESSION = 'Famer', NOM_MERE = 'Zongo', MERE_PROFESSION = 'farmer', MOTIVATION = 'gy7yg7y', OBSERVATION = '2t26r3', STATUT = 'bourse_waiting', RECOMMENDATION = 'Lougoudoro'| newetudiant
<<<<<<< Updated upstream
| 06/02/2021 19:23:54| admin | UPDATE | BOURSE = 
                                                3, MOTIVATION = 'gy7yg7y', OBSERVATION = '2t26r3', STATUT = 'enabled'| newetudiant
<<<<<<< Updated upstream
| 06/02/2021 19:25:05| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | bs00005, bs00005, student, user_24px.png, enable| user
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | bs00005, Jeremie, NANA, Male, 1997-06-10, BF7427, 22660649911, nanajeremie09@gmail.com, 22664412419, Bac D, 12.000, Nana, Famer, Zongo, farmer, Lycee Schorge, Lougoudoro, enabled, 13| etudiant
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | 3, bs00005, 1, 06/02/2021 19:26:44, 2| inscription
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | bs00005, 3, gy7yg7y, 2t26r3, 2| historique_bourse
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | 6, 137500 F CFA, 25000, 06/02/2021 19:26:44| scolarite
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | INSERTION | 6, 25000, 06/02/2021 19:26:44, 3| historique_payement
<<<<<<< Updated upstream
| 06/02/2021 19:26:44| Aissatou | DELETION | ID_NEW_ETUDIANT = 7| newetudiant
<<<<<<< Updated upstream
| 06/02/2021 19:29:03| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:30:55| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:34:41| bs00005 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:36:38| Kambou | INSERTION | Bako, Maxime, Male, 1995-06-06, BF00025, +22667901273, itbusiness62@gmail.com, master 2, gcsghjjh| professeur
<<<<<<< Updated upstream
| 06/02/2021 19:36:38| Kambou | INSERTION | BakoMaxime, BakoMaxime, teacher, 8e6cfabunw141.jpgfit700720ssl1.jpeg| user
<<<<<<< Updated upstream
| 06/02/2021 19:36:38| Kambou | UPDATE | ID_USER = 14| professeur
<<<<<<< Updated upstream
| 06/02/2021 19:36:38| Kambou | INSERTION | 6, 2, 2| enseigner
<<<<<<< Updated upstream
| 06/02/2021 19:39:22| Kambou | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/02/2021 19:39:48| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:43:00| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:45:08| BakoMaxime | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:47:58| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 19:48:52| bs00005 | INSERTION | bs00005, Programming C, Java, 8e6cfabunw141.jpgfit700720ssl1.jpeg, bon pour la programmation, 06/02/2021 19:48:52| data_bank
<<<<<<< Updated upstream
| 06/02/2021 20:11:20| bs00005 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:11:27| bs00005 | UPDATE | STATUT = 'pending_for_confirmation'| documents
<<<<<<< Updated upstream
| 06/02/2021 20:17:08| admin | INSERTION | 531027, Candide, Jeremie, 2021-06-01, 0, new, 01 futur mechoui.jpg, free| documents
<<<<<<< Updated upstream
| 06/02/2021 20:18:11| admin | UPDATE | DATE_EMPRUNT = '2021-06-02 18:18:11', DATE_REMISE = '2021-06-16 18:18:11', STATUT = 'active'| louer
<<<<<<< Updated upstream
| 06/02/2021 20:18:11| admin | UPDATE | STATUT = 'in_location'| documents
<<<<<<< Updated upstream
| 06/02/2021 20:19:45| admin | INSERTION | 6, 2021-06-01, 2021-06-10, Database, 2| survey_set
<<<<<<< Updated upstream
| 06/02/2021 20:21:56| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:32:19| Aissatou | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/02/2021 20:32:23| bs00005 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:32:32| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:32:48| admin | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:33:06| BakoMaxime | INSERTION | bs00005, 6, 2| notes
<<<<<<< Updated upstream
| 06/02/2021 20:34:00| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:35:46| bs00005 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:42:43| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/02/2021 20:42:52| BakoMaxime | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/04/2021 19:33:20| bs00005 | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/04/2021 19:36:17| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/04/2021 19:42:42| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/04/2021 19:55:21| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:24:04| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:37:25| Guest | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/05/2021 00:37:57| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:41:03| Logoudoro | INSERTION | Sankara, Olivia, Female, 2004-06-04, test@gmail.com, 4, Bkhdjjdjdjz, 00000000, 0000000, Philip Zinda, Bac D, 14, 06/05/2021 00:41:03| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:41:46| Guest | Connexion | Connection Rejected| user
<<<<<<< Updated upstream
| 06/05/2021 00:42:24| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:43:04| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:44:39| Logoudoro | INSERTION | SEMDE, Salifou, Male, 1998-09-27, lyfsosemde2@gmail.com, 4, B11320112, 00 226 71 13 44 86, 00 226 70 98 54 85, Lycée Provincial de Koudougou, Bac D, 14.65, 06/05/2021 00:44:39| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:44:53| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:45:07| Logoudoro | INSERTION | Mariam, Sanou, Female, 2002-06-06, test2@gmail.com, 6, B225637, 73578309, 78360937, Nazi Boni, Bac F, 13, 06/05/2021 00:45:07| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:45:33| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 00:46:35| Logoudoro | INSERTION | SANOU, Lougougnara, Male, 2005-06-01, lougougnara@gmail.com, 1, B7451230, 56569635, 09893284, LMK, Bac D, 14, 06/05/2021 00:46:35| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:47:14| Logoudoro | INSERTION | Zongo, Axel, Male, 2000-02-04, test3@gmail.com, 3, B7383883, 73578310, 78360923, Lycée Provincial de Banfora, Bac D, 15, 06/05/2021 00:47:14| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:48:28| Logoudoro | INSERTION | KANZIE, Pelagie, Female, 2002-09-12, lyfsosemde3@gmail.com, 4, B13212343, 00 226 71 17 44 87, 00 226 70 98 54 85, College Saint-Joseph Moukassa, Bac D, 13.25, 06/05/2021 00:48:28| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:48:57| Logoudoro | INSERTION | SANOU, Soumaila, Male, 1995-06-04, soumaila@gmail.com, 3, B4451230, 34809635, 4534324, lpk, Bac C, 17, 06/05/2021 00:48:57| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:51:06| Logoudoro | INSERTION | YASUKE, Orochi, Male, 1999-06-04, yasuke@gmail.com, 3, B873839, +22674439769, +2267456799, Provincial, Bac D, 12, 06/05/2021 00:51:06| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:51:23| Logoudoro | INSERTION | SANOU, Mariam, Female, 1998-05-04, mariam@gmail.com, 3, B348482004, 55369635, 92098932, LSK, Bac D, 17, 06/05/2021 00:51:23| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:52:38| Logoudoro | INSERTION | YAMEOGO, Carine, Female, 1998-09-04, salifsemde700@gmail.com, 4, B00123432, 00226 73455432, 00 226 74 98 54 85, LPAS, Bac D, 12.48, 06/05/2021 00:52:38| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:55:04| Logoudoro | INSERTION | Eikichi, Onizuka, Male, 1997-06-04, onizuka@gmail.com, 3, B289012, +22674439768, +2267456790, CFCPK, Bac F, 15, 06/05/2021 00:55:04| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:57:01| Logoudoro | INSERTION | KABORE, Boukary, Male, 2000-01-12, lyfsosemde12@gmail.com, 1, B113201122, 00 226 71 13 44 86, 00 226 74 98 54 85, LPAS, Bac C, 11.36, 06/05/2021 00:57:01| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 00:59:50| Logoudoro | INSERTION | YARO, Emmanuel, Male, 1999-12-31, lyfsosemde112@gmail.com, 1, B113201322, 00 226 71 13 44 86, 00 226 74 98 54 85, LPK, Bac C, 16, 06/05/2021 00:59:50| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:02:32| Logoudoro | INSERTION | Birba, Abdoul Razack, Male, 2001-01-04, test4@gmail.com, 1, B738385673, 73578363, 783609354, Sainte Famille, Bac D, 11.92, 06/05/2021 01:02:32| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:05:12| Logoudoro | INSERTION | Sakura, SAWADOGO, Female, 2001-06-01, hets@gmail.com, 6, B2890190, +22674439760, +2267456790, Le réveil, Bac D, 16, 06/05/2021 01:05:12| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:06:41| Logoudoro | INSERTION | 436822| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:06:57| Logoudoro | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:08:03| Logoudoro | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:08:47| Logoudoro | INSERTION | 661246| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:13:49| Kambou | INSERTION | Maxime, Bako, Male, 1992-04-14, B273638, 71188386, chocoboynrg@gmail.com, master 2, Fullstack Developer| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:13:49| Kambou | INSERTION | MaximeBako, MaximeBako, teacher, user_24px.png| user
<<<<<<< Updated upstream
| 06/05/2021 01:13:49| Kambou | UPDATE | ID_USER = 15| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:13:49| Kambou | INSERTION | 5, 1, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:13:49| Kambou | INSERTION | 1, 1, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:14:32| Logoudoro | INSERTION | 868987| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:23:00| Kambou | INSERTION | Olivier, Tindano, Male, 1975-09-10, B355732, 70405060, tolivier@gmail.com, Phd, Database
Oracle
MySQL
MongoDB| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:23:00| Kambou | INSERTION | OlivierTindano, OlivierTindano, teacher, user_24px.png| user
<<<<<<< Updated upstream
| 06/05/2021 01:23:00| Kambou | UPDATE | ID_USER = 16| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:23:00| Kambou | INSERTION | 5, 2, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:23:00| Kambou | INSERTION | 6, 2, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:24:25| Kambou | INSERTION | Isidore, KOURAOGO, Male, 1981-12-31, B2322564, 76598283, lyfsosemde10@gmail.com, master 2, Celui qui rédige un document scientifique n’est pas supposé réinventer la roue. Vous pouvez et 
devez avoir recours aux travaux déjà réalisés dans votre discipline : La science se veut coopérative ! C’est là que la traçabilité est décisive. C’est un élément fondamental de ce que l’on appelle 
les “bonnes pratiques scientifiques”1
 et permet aux lecteurs de votre travail de consulter les 
mêmes sources que vous| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:24:25| Kambou | INSERTION | IsidoreKOURAOGO, IsidoreKOURAOGO, teacher, 4941A58B-276B-4CD9-8394-3D7A78CC215FL0001.jpeg| user
<<<<<<< Updated upstream
| 06/05/2021 01:24:25| Kambou | UPDATE | ID_USER = 17| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:24:25| Kambou | INSERTION | 1, 3, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:26:05| Kambou | INSERTION | Gerard Blamsiah, Damoh, Male, 1987-11-13, B3557563, 62359175, damohgerard@gmail.com, master 2, Java
Android
SQLite| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:26:05| Kambou | INSERTION | Gerard BlamsiahDamoh, Gerard BlamsiahDamoh, teacher, user_24px.png| user
<<<<<<< Updated upstream
| 06/05/2021 01:26:05| Kambou | UPDATE | ID_USER = 18| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:26:05| Kambou | INSERTION | 5, 4, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:26:05| Kambou | INSERTION | 1, 4, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:27:59| Logoudoro | INSERTION | 825557| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:28:46| Logoudoro | UPDATE | PASSWORD = 1234| user
<<<<<<< Updated upstream
| 06/05/2021 01:29:20| Kambou | INSERTION | LYFSO, Salifou, Male, 1997-12-31, B23225643, 77811585, lyfsosemde10@gmail.com, master 2, Celui qui rédige un document scientifique n’est pas supposé réinventer la roue. Vous pouvez et 
devez avoir recours aux travaux déjà réalisés dans votre discipline : La science se veut coopérative ! C’est là que la traçabilité est décisive. C’est un élément fondamental de ce que l’on appelle 
les “bonnes pratiques scientifiques”1
 et permet aux lecteurs de votre travail de consulter les 
mêmes sources que vous| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:29:20| Kambou | INSERTION | LYFSOSalifou, LYFSOSalifou, teacher, IMG_20190202_154041.jpg| user
<<<<<<< Updated upstream
| 06/05/2021 01:29:20| Kambou | UPDATE | ID_USER = 19| professeur
<<<<<<< Updated upstream
| 06/05/2021 01:29:20| Kambou | INSERTION | 1, 5, 2| enseigner
<<<<<<< Updated upstream
| 06/05/2021 01:30:30| Logoudoro | INSERTION | 343093| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:31:13| Logoudoro | UPDATE | PASSWORD = 1234| user
<<<<<<< Updated upstream
| 06/05/2021 01:31:14| Logoudoro | DELETION | ID_SAVECODE = 343093| savecode
<<<<<<< Updated upstream
| 06/05/2021 01:33:04| Logoudoro | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:34:26| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:34:26| Aissatou | INSERTION | 1, 2021-06-05, 06:00| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:34:46| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:34:46| Aissatou | INSERTION | 2, 2021-06-05, 06:30| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:35:03| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:35:03| Aissatou | INSERTION | 3, 2021-06-05, 06:30| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:35:34| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:35:34| Aissatou | INSERTION | 4, 2021-06-05, 07:00| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:35:58| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:35:58| Aissatou | INSERTION | 5, 2021-06-05, 06:15| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:36:18| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:36:18| Aissatou | INSERTION | 6, 2021-06-05, 07:15| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:36:33| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:36:33| Aissatou | INSERTION | 7, 2021-06-05, 07:30| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:36:56| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:36:56| Aissatou | INSERTION | 8, 2021-06-05, 07:45| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:37:17| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:37:17| Aissatou | INSERTION | 9, 2021-06-05, 08:00| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:37:37| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:37:37| Aissatou | INSERTION | 10, 2021-06-05, 08:15| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:37:54| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:37:54| Aissatou | INSERTION | 11, 2021-06-05, 08:30| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:38:12| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:38:12| Aissatou | INSERTION | 12, 2021-06-05, 08:45| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:38:35| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:38:35| Aissatou | INSERTION | 13, 2021-06-05, 09:00| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:39:00| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:39:00| Aissatou | INSERTION | 14, 2021-06-05, 09:15| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:39:49| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:39:49| Aissatou | INSERTION | 15, 2021-06-05, 10:30| entretien
<<<<<<< Updated upstream
| 06/05/2021 01:45:04| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:45:50| Guest | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:50:17| Kambou | UPDATE | NOM_PERE = 'Nana', PERE_PROFESSION = 'Computer Science', NOM_MERE = 'Ouedraogo', MERE_PROFESSION = 'Accountant', MOTIVATION = 'Maths: 15
Logic: 12
English: 13', OBSERVATION = 'Very impressive student', STATUT = 'bourse_waiting', RECOMMENDATION = 'Bazie Giovanni'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:51:49| Kambou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 01:52:39| Kambou | UPDATE | NOM_PERE = 'Bazie', PERE_PROFESSION = 'Giovanni', NOM_MERE = 'Sawadogo', MERE_PROFESSION = 'Mariam', MOTIVATION = 'Maths: 12
Logic: 12
English: 16', OBSERVATION = 'Feel at ease in English', STATUT = 'bourse_waiting', RECOMMENDATION = 'Nana Jeremie'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 01:57:16| Kambou | UPDATE | NOM_PERE = 'Sanou Lougoudoro', PERE_PROFESSION = 'Computer Sciencetist', NOM_MERE = 'Sankara Olivia', MERE_PROFESSION = 'Lecturer', MOTIVATION = 'Maths: 15
Logic: 14 
English: 15', OBSERVATION = 'already knows basics in programming', STATUT = 'bourse_waiting', RECOMMENDATION = 'Sanou Lougoudoro'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:00:34| Kambou | UPDATE | NOM_PERE = 'Sanou Mahamadi', PERE_PROFESSION = 'Farmer', NOM_MERE = 'Sessouma Alimatou', MERE_PROFESSION = 'Merchant', MOTIVATION = 'Maths: 17
Logic: 14
English: 12', OBSERVATION = 'Will have to not be to quiet', STATUT = 'bourse_waiting', RECOMMENDATION = 'Sanou Lougoudoro'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:01:23| Aissatou | Connexion | Connected Successfully| user
<<<<<<< Updated upstream
| 06/05/2021 02:03:04| Kambou | UPDATE | NOM_PERE = 'Zongo Marc', PERE_PROFESSION = 'Architect', NOM_MERE = 'Sawadogo Joceline', MERE_PROFESSION = 'Nurse', MOTIVATION = 'Maths: 14
Logic: 15
English: 18', OBSERVATION = 'High prestance and very eloquant', STATUT = 'bourse_waiting', RECOMMENDATION = 'Gampine Aristide'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:06:26| admin | INSERTION | 1, 7, Introduction to Computer Science, 6, This course brings all students on the same level in terms of computer and smartphone knowledge. On the one hand, they learn what the different hardware components are and what they do. On the other hand, they will learn the basics about system and application software. For both types of software, they will learn to install and use them properly as well as understand their purpose and basic functionality.| module
<<<<<<< Updated upstream
| 06/05/2021 02:06:27| Kambou | UPDATE | NOM_PERE = 'Bazie Giovanni', PERE_PROFESSION = 'Computer Scientist', NOM_MERE = 'Ouedraogo Ramata', MERE_PROFESSION = 'Consultant in Urbanism', MOTIVATION = 'Maths: 13
Logic: 17
English: 18', OBSERVATION = 'Enthusiastic girl.
Loves Programming', STATUT = 'bourse_waiting', RECOMMENDATION = 'Bazie Giovanni'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:07:16| admin | INSERTION | 3, 7, Mathematics, 6, Basic concepts (sets, tuples, real numbers, sum notation, natural numbers, complex numbers, polynomials, power series), linear algebra (vectors, matrices, subspaces, systems of linear equations, analytic geometry, linear optimization, determinants), consequences (consequences, linear recursion, Limit values, series), real functions (general function term, polynomial functions, rational functions, power series functions, exponential function, trigonometric functions, logarithm, power functions, limits and continuity), differential calculus (differential quotient and derivative, derivative rules, higher derivatives, curve discussions, optimization problems, Taylor series ), Integral calculus (integral, area calculation, parent function, main theorem of differential and integral calculus, integration rules, applications of integral calculus, differential equations), multidimensional analysis (functions of multiple variables, partial derivative, gradient, Hesse matrix, extremal with and without constraints)| module
<<<<<<< Updated upstream
| 06/05/2021 02:08:20| admin | INSERTION | 3, 7, Introduction to Programming, 6, This course provides technical problem solving and computer programming skills for students with no prior experience in the area of programming. Students will use JavaScript to learn the fundamentals of computer programming including how to write, compile, and execute programs. The goal is to provide students with a brief introduction to many topics so they will have an idea of what is possible when they need to think about how to use computation to accomplish some goals later in their career.| module
<<<<<<< Updated upstream
| 06/05/2021 02:08:59| Kambou | UPDATE | NOM_PERE = 'Sanou Lougoudoro', PERE_PROFESSION = 'Computer Scientist', NOM_MERE = 'Sawadogo Elisabeth', MERE_PROFESSION = 'Singer', MOTIVATION = 'Maths: 15
Logic: 15
English: 15', OBSERVATION = 'Good in expression. Already show eloquence', STATUT = 'bourse_waiting', RECOMMENDATION = 'Sanou Lougoudoro'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:09:12| admin | INSERTION | 3, 7, Microsoft Office, 6, The students will work in small teams and master computations in Excel. They will also be taught the Language for Visual Basic Applications (VBA) in order to use Excel for building various applications.| module
<<<<<<< Updated upstream
| 06/05/2021 02:10:15| admin | INSERTION | 3, 2, Statistics, 6, Descriptive Statistics: Location and dispersion measures, Graphical Representation of univariate and bivariate data, Correlation measures for bivariate data, Descriptive linear regression
Probability calculation: Examples of discrete and continuous probability distributions, Conditional probabilities, Stochastic independence, Random variables, and their distribution function as well as moments, Conditional distributions
Closing statistics: Confidence intervals, Hypothesis tests, Basic concepts of multiple linear regression| module
<<<<<<< Updated upstream
| 06/05/2021 02:10:49| admin | INSERTION | 3, 2, Management & Strategy, 6, This course gives an understanding of basic functions of management and the necessary steps/instruments of a strategy development process. The focus will be on entrepreneurial management and strategy to show students how entrepreneurs conceptualize, implement, and manage the necessary resources for new businesses.| module
<<<<<<< Updated upstream
| 06/05/2021 02:11:20| Kambou | UPDATE | NOM_PERE = 'Kenpachi Zaraki', PERE_PROFESSION = 'Martial Art trainer', NOM_MERE = 'Ishiki Carine', MERE_PROFESSION = 'Manga drawer', MOTIVATION = 'Maths: 16
Logic: 16
English: 20', OBSERVATION = 'Best in English expression', STATUT = 'bourse_waiting', RECOMMENDATION = 'Orochimaru'| newetudiant
<<<<<<< Updated upstream
| 06/05/2021 02:11:30| admin | INSERTION | 3, 2, Operating Systems, 6, Basic concepts: Operating systems; Concurrency; parallel programming; System-oriented programming (processes, memory, communication, BM management, models (abstract, formal) for concurrency, including Petri nets, mutual exclusion, synchronization, deadlocks, compiler / linker / loader with library integration, transition to (suitable) hardware basis, near-machine programming and C; I / O especially for preparation of networking)| module
<<<<<<< Updated upstream
| 06/05/2021 02:12:13| admin | INSERTION | 3, 2, Front-End Web Development, 6, This course teaches how to build user-friendly, interactive websites by learning the fundamentals of HTML and CSS – two common coding languages on which most modern websites are built. Students will learn the necessary skills for programming a user interface of a web application and thereby acquire knowledge relevant for every institution with a website to communicate. HTML is used to layout the website, while CSS styles the website elements.| module
<<<<<<< Updated upstream
| 06/05/2021 02:12:57| admin | INSERTION | 3, 2, Design a Website with UpWork, 6, This module will teach them how to design a Website by getting an insight into HTML and a free website design tool. They will make use of the learned skill in the Web Development 1: Front-End Course. This will happen in small teams. Also, they will get to know the Website Upwork and implement their own profile.| module
<<<<<<< Updated upstream
| 06/05/2021 02:13:44| admin | INSERTION | 1, 3, Databases, 6, SQL, data integrity, relational design theory, physical data organization (storage organization, index structures), query processing, transaction management, fundamentals of error recovery (recovery, backup) and multi-user synchronization, security aspects (authorization), XML data modeling (optional)
In the lecture, the content will be presented on the basis of animated slides and mostly explained by simple examples. In the exercise, the content will be rehearsed using more complex examples under the guidance of a tutor. In addition, there are self-study tasks, as well as a web interface to the HyPer database system for active SQL query testing and self-study of query plans
Grading: 100% Exam| module
<<<<<<< Updated upstream
| 06/05/2021 02:14:29| Kambou | UPDATE | NOM_PERE = 'Sebgo Abdoul Fatao', PERE_PROFESSION = 'Drug Store onwer', NOM_MERE = 'Zongo Angel', MERE_PROFESSION = 'Doctor', MOTIVATION = 'Maths: 18
Logic: 13
English: 13', OBSERVATION = 'Must follow English Courses', STATUT = 'bourse_waiting', RECOMMENDATION = 'Yameogo Philipe'| newetudiant
<<<<<<< Updated upstream
